Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
East Carolina University,198464,2015,Football Bowl Subdivision,American Athletic Conference,49352531,529618,784593,5597023,7742693,7781037,48918305,2180874,14409954,1556500,7293727
East Carolina University,198464,2016,Football Bowl Subdivision,American Athletic Conference,45814967,476647,797913,5391377,8692312,8392981,44613084,2341492,9097450,1592000,6918040
East Carolina University,198464,2017,Football Bowl Subdivision,American Athletic Conference,48387287,599434,995084,5065786,8250222,8864685,48312311,2404999,11008954,1204500,7266784
East Carolina University,198464,2018,Football Bowl Subdivision,American Athletic Conference,47410809,561631,805605,4942273,8330706,8768672,46861190,2271769,10323534,267020,6854344
Eastern Michigan University,169798,2005,Football Bowl Subdivision,Mid-American Conference,19749198,285078,176424,1455255,3192310,7373068,19961107,196922,475007,406759,190436
Eastern Michigan University,169798,2006,Football Bowl Subdivision,Mid-American Conference,19238903,56708,354911,1036133,3219576,7492242,19712553,50449,496787,659503,216135
Eastern Michigan University,169798,2007,Football Bowl Subdivision,Mid-American Conference,23585654,257888,622127,1122084,3382758,7866759,25637551,138008,506710,786600,366351
Eastern Michigan University,169798,2008,Football Bowl Subdivision,Mid-American Conference,25153393,293381,598944,1156365,3710075,8610787,24971850,17810,530394,895698,239821
Eastern Michigan University,169798,2009,Football Bowl Subdivision,Mid-American Conference,23615132,335053,630547,1436881,3878439,5727672,24854558,3999,333955,957000,292606
Eastern Michigan University,169798,2010,Football Bowl Subdivision,Mid-American Conference,24635531,386193,661079,1127799,3855286,6692941,26270721,1848,360426,1817632,133664
Eastern Michigan University,169798,2011,Football Bowl Subdivision,Mid-American Conference,25971066,360680,659781,1493912,4145539,6757674,27717621,19023,580610,1863710,385053
Eastern Michigan University,169798,2012,Football Bowl Subdivision,Mid-American Conference,27798118,511285,568294,1674656,4744453,7097252,29062905,18315,563830,1325850,173973
Eastern Michigan University,169798,2013,Football Bowl Subdivision,Mid-American Conference,27797656,521367,440950,1660840,4581092,7417412,27797656,4368,418086,1666850,367038
Eastern Michigan University,169798,2014,Football Bowl Subdivision,Mid-American Conference,30081523,711587,190010,1852978,4335236,8010230,30081523,3363,523811,1663750,148738
Eastern Michigan University,169798,2015,Football Bowl Subdivision,Mid-American Conference,33956234,589407,565997,2714978,5630342,7691101,33956233,3928,431502,2070170,488707
Eastern Michigan University,169798,2016,Football Bowl Subdivision,Mid-American Conference,30212703,774049,605815,2804555,6192838,9082071,30212703,30398,607580,1423327,231725
Eastern Michigan University,169798,2017,Football Bowl Subdivision,Mid-American Conference,32311246,720341,797474,3831625,6160906,9359930,32311247,60674,1073330,1755950,776377
Eastern Michigan University,169798,2018,Football Bowl Subdivision,Mid-American Conference,30681035,595494,920072,2902838,6320256,9822003,30681039,127127,978248,2510482,738186
Florida Atlantic University,133669,2005,Football Bowl Subdivision,Sun Belt Conference,14362376,363250,284983,1784221,2516067,4006261,14454890,466868,949116,435500,317240
Florida Atlantic University,133669,2006,Football Bowl Subdivision,Sun Belt Conference,14731275,306739,292084,1893441,2643133,3891418,14637992,545384,746458,1294500,459183
Florida Atlantic University,133669,2007,Football Bowl Subdivision,Sun Belt Conference,15327294,111389,256903,2189799,2811072,3991843,15293950,217809,658908,2139750,352714
Florida Atlantic University,133669,2008,Football Bowl Subdivision,Sun Belt Conference,16275735,254973,283568,2410208,3121163,3821165,16574905,403914,1293531,1235371,703809
Florida Atlantic University,133669,2009,Football Bowl Subdivision,Sun Belt Conference,15968769,252104,246777,2565797,2993377,3724717,16081909,269937,532223,1697000,635196
Florida Atlantic University,133669,2010,Football Bowl Subdivision,Sun Belt Conference,15208667,367524,234718,2111144,3162257,4063085,16284618,334920,709938,1914000,549258
Florida Atlantic University,133669,2011,Football Bowl Subdivision,Sun Belt Conference,16707200,420998,260234,2626968,3427496,3918495,19438422,331990,1348173,1614500,1361976
Florida Atlantic University,133669,2012,Football Bowl Subdivision,Sun Belt Conference,20020133,426297,350152,2990125,3646321,4205827,23226481,870588,2503094,2029000,1483341
Florida Atlantic University,133669,2013,Football Bowl Subdivision,Sun Belt Conference,21967412,334997,446368,3087008,3955976,5185146,24538411,745393,2402964,1966500,964782
Florida Atlantic University,133669,2014,Football Bowl Subdivision,Conference USA,24033024,488348,451502,3352013,4165219,4361421,24352818,575459,2502017,1983500,956750
Florida Atlantic University,133669,2015,Football Bowl Subdivision,Conference USA,29794361,497814,555530,3800671,4649473,4435694,30919633,790664,1885080,2269305,1075903
Florida Atlantic University,133669,2016,Football Bowl Subdivision,Conference USA,29182295,563854,289959,4368767,4537437,4386317,32141210,440790,1892024,1930000,1615037
Florida Atlantic University,133669,2017,Football Bowl Subdivision,Conference USA,34102683,708571,571448,4280107,6172499,5960270,34509259,703172,2806153,1440500,916584
Florida Atlantic University,133669,2018,Football Bowl Subdivision,Conference USA,35149886,743987,683178,4929339,7266096,6799445,35275379,850000,8520149,1568500,1827512
Florida International University,133951,2005,Football Bowl Subdivision,Sun Belt Conference,13463158,307186,261107,2158789,2254720,3967549,14431410,211372,1003984,295000,163527
Florida International University,133951,2006,Football Bowl Subdivision,Sun Belt Conference,15200636,343063,294383,2480223,2590117,4260736,16096529,88181,678268,1148960,410212
Florida International University,133951,2007,Football Bowl Subdivision,Sun Belt Conference,17977244,362566,322852,2125679,2723372,4680820,16985520,124196,1047458,993000,380496
Florida International University,133951,2008,Football Bowl Subdivision,Sun Belt Conference,18475489,442721,289583,2309679,3302266,4872036,20230654,226845,1169912,2103500,121017
Florida International University,133951,2009,Football Bowl Subdivision,Sun Belt Conference,21801110,446851,352446,2560250,3428763,5541589,21270047,140235,280000,1815000,687778
Florida International University,133951,2010,Football Bowl Subdivision,Sun Belt Conference,22509591,448103,341146,2890495,3550824,5920855,22004418,323528,370465,1920500,510751
Florida International University,133951,2011,Football Bowl Subdivision,Sun Belt Conference,24606141,540874,420874,3033434,3907665,5861149,23849954,362298,415122,1865500,708319
Florida International University,133951,2012,Football Bowl Subdivision,Sun Belt Conference,27428271,452623,440491,3184639,4188658,6526587,25201564,345731,265293,818683,987487
Florida International University,133951,2013,Football Bowl Subdivision,Sun Belt Conference,26275579,444391,418919,2848527,4064486,7058681,28332261,385174,2830915,891500,643154
Florida International University,133951,2014,Football Bowl Subdivision,Conference USA,27542910,317756,415364,3176874,4342496,6578060,28104062,370079,303887,1514500,744271
Florida International University,133951,2015,Football Bowl Subdivision,Conference USA,30483759,281742,410626,3195841,4591408,6768659,28613452,459100,152821,6000,733215
Florida International University,133951,2016,Football Bowl Subdivision,Conference USA,27760735,272427,447031,3192805,4403173,6836907,29370443,505895,157292,1401000,678453
Florida International University,133951,2017,Football Bowl Subdivision,Conference USA,33003699,284864,494010,3337957,5296917,7186112,33389929,809233,3093771,161100,813344
Florida International University,133951,2018,Football Bowl Subdivision,Conference USA,36189130,460680,562206,4425924,6558409,7390269,35631959,897318,2116543,203000,1228122
Florida State University,134097,2005,Football Bowl Subdivision,Atlantic Coast Conference,56412748,881766,828719,4872834,7133423,6557793,56576933,5781726,16414490,1543066,12709321
Florida State University,134097,2006,Football Bowl Subdivision,Atlantic Coast Conference,59512089,1040662,824669,5369586,8039938,7079069,67012792,6401109,16053230,1728902,13260770
Florida State University,134097,2007,Football Bowl Subdivision,Atlantic Coast Conference,67843586,1017480,946356,7011999,8866418,7695315,77257845,9599647,22751726,1216455,15279152
Florida State University,134097,2008,Football Bowl Subdivision,Atlantic Coast Conference,65583105,849599,956182,5997682,9716063,7794848,73458494,12284211,25190569,2132221,13393780
Florida State University,134097,2009,Football Bowl Subdivision,Atlantic Coast Conference,78528151,1209815,769031,8162141,10942666,8389805,74417324,11491761,25572654,1238372,18260626
Florida State University,134097,2010,Football Bowl Subdivision,Atlantic Coast Conference,75209181,1152103,920415,8360811,12102660,7730141,74402269,11452153,23245513,958515,15775516
Florida State University,134097,2011,Football Bowl Subdivision,Atlantic Coast Conference,86949804,1164266,1156983,10683770,13605961,9031720,78575788,12268369,19302120,575000,17980170
Florida State University,134097,2012,Football Bowl Subdivision,Atlantic Coast Conference,90278878,1207640,1251058,11563528,14501473,9542715,100049444,18244695,31000624,1237000,20379815
Florida State University,134097,2013,Football Bowl Subdivision,Atlantic Coast Conference,84772759,1483445,1092061,14444200,14415931,9544912,91382441,11859646,18894097,414200,20302766
Florida State University,134097,2014,Football Bowl Subdivision,Atlantic Coast Conference,98866182,1371763,1448295,19734207,17020714,9471927,104774474,14873220,22521553,608107,25550753
Florida State University,134097,2015,Football Bowl Subdivision,Atlantic Coast Conference,111386681,1687556,1741001,18108293,19912275,9163936,120822522,19099460,25265420,3604210,26169018
Florida State University,134097,2016,Football Bowl Subdivision,Atlantic Coast Conference,115631800,1791368,1617955,14216268,23824010,10145242,113754314,9526969,32382845,587600,20206022
Florida State University,134097,2017,Football Bowl Subdivision,Atlantic Coast Conference,156551818,2212762,3292265,18810911,21939295,11332262,144514413,8563679,41504734,3625600,25046047
Florida State University,134097,2018,Football Bowl Subdivision,Atlantic Coast Conference,158375459,2198534,2557066,19890363,29153981,11427894,168177850,8589229,55886370,5631600,24414864
Georgia Institute of Technology,139755,2005,Football Bowl Subdivision,Atlantic Coast Conference,40942114,1016819,1168490,3031474,6279875,6271394,43153707,633514,7010891,1513714,8971612
Georgia Institute of Technology,139755,2006,Football Bowl Subdivision,Atlantic Coast Conference,48696486,440439,1125767,3484945,6786544,6276702,45529338,1188610,10132636,1173402,9170181
Georgia Institute of Technology,139755,2007,Football Bowl Subdivision,Atlantic Coast Conference,49725966,576139,1300282,4426698,7904810,6289276,51647705,1099243,15038957,1495010,11132279
Georgia Institute of Technology,139755,2008,Football Bowl Subdivision,Atlantic Coast Conference,54800099,306187,1333120,6455006,7926937,7013578,54511968,1434017,14143732,1376651,11301059
Georgia Institute of Technology,139755,2009,Football Bowl Subdivision,Atlantic Coast Conference,56026127,477873,1364925,5781179,9379311,7536782,55560702,5087263,13564163,1467607,9987023
Georgia Institute of Technology,139755,2010,Football Bowl Subdivision,Atlantic Coast Conference,55221082,473016,1042369,6476894,9886176,7669750,55359742,4288125,12881894,350000,12293143
Georgia Institute of Technology,139755,2011,Football Bowl Subdivision,Atlantic Coast Conference,55065262,623221,1492702,5971416,10229169,7284161,54354409,3791589,12953491,601500,9953306
Georgia Institute of Technology,139755,2012,Football Bowl Subdivision,Atlantic Coast Conference,61179789,652152,1424048,7637076,10619374,8622703,63184163,3950322,11797510,100000,13115448
Georgia Institute of Technology,139755,2013,Football Bowl Subdivision,Atlantic Coast Conference,63630961,731559,1361426,8086948,10939242,8930242,61780812,4808867,15135413,450000,8660634
Georgia Institute of Technology,139755,2014,Football Bowl Subdivision,Atlantic Coast Conference,68818267,763359,1399630,7387141,11855296,9019420,68469538,4846584,17088864,250000,10900497
Georgia Institute of Technology,139755,2015,Football Bowl Subdivision,Atlantic Coast Conference,74979077,1140017,1309200,6510620,12250510,8746765,77202758,4892573,11164208,600000,9207769
Georgia Institute of Technology,139755,2016,Football Bowl Subdivision,Atlantic Coast Conference,76301805,1300057,1364242,7761516,12659117,9894600,76409293,5097819,11022030,73650,13101709
Georgia Institute of Technology,139755,2017,Football Bowl Subdivision,Atlantic Coast Conference,84852123,1030544,1406651,10172178,14654114,10688109,81762024,5778306,11187993,326000,11756425
Georgia Institute of Technology,139755,2018,Football Bowl Subdivision,Atlantic Coast Conference,88517077,993461,1313034,7456538,14132322,11389113,91647068,6035873,11576700,2908000,14265664
Georgia Southern University,139931,2005,Football Championship Subdivision,,8803187,253419,133721,880602,1754294,2021639,8790105,209876,686029,309490,532753
Georgia Southern University,139931,2006,Football Championship Subdivision,,9458911,245022,133151,1137051,1885605,2366331,9425472,229395,796301,199304,599371
Georgia Southern University,139931,2007,Football Championship Subdivision,,9069380,262546,173976,1193430,1869195,2184809,9289002,302195,680890,146500,675966
Georgia Southern University,139931,2008,Football Championship Subdivision,,9346897,282480,197721,1234731,2142438,1958893,9351898,340377,556558,310685,795207
Georgia Southern University,139931,2009,Football Championship Subdivision,,9525178,381304,203723,960749,2395808,2262665,9742203,483092,600000,485530,888567
